"train_id","train_number","seq_number","sttn_code","wtt_dprt_time","wtt_arvl_time","ptt_dprt_time","ptt_arvl_time","day_of_run","run_time","intr_dist","cum_dist","zone_code","dvsn_code","loco_change_point","loco_traction_change","block_section_speed","wtt_dprt_time_sec","wtt_arvl_time_sec","ptt_dprt_time_sec","ptt_arvl_time_sec"
829917,"12488",109,"KYT","19:00","19:00","00:00","00:00","1,1,1,1,1,1,1","270.00","9.90","752.96","NCR","PRYJ",NULL,"N",130,68430,68430,0,0
829917,"12488",110,"NPBR","19:05","19:05","00:00","00:00","1,1,1,1,1,1,1","240.00","8.52","761.48","NCR","PRYJ",NULL,"N",130,68730,68730,0,0
829917,"12488",111,"JEP","19:12","19:12","00:00","00:00","1,1,1,1,1,1,1","180.00","5.89","767.37","NCR","PRYJ",NULL,"N",130,69150,69150,0,0
829917,"12488",112,"VHK","19:34","19:34","00:00","00:00","1,1,1,1,1,1,1","120.00","3.13","770.50","NCR","PRYJ",NULL,"N",130,70470,70470,0,0
829917,"12488",113,"NEWC","19:41","19:41","00:00","00:00","1,1,1,1,1,1,1","360.00","3.16","773.66","ECR","DDU",NULL,"N",130,70860,70860,0,0
829917,"12488",114,"DDU","20:00","19:53","19:55","19:48","1,1,1,1,1,1,1","255.00","1.52","775.18","ECR","DDU",NULL,"N",130,72000,71580,71700,71280
829917,"12488",115,"ICBN","20:07","20:07","00:00","00:00","1,1,1,1,1,1,1","300.00","1.00","776.18","ECR","DDU",NULL,"N",130,72420,72420,0,0
829917,"12488",116,"XCBN","20:09","20:09","00:00","00:00","1,1,1,1,1,1,1","120.00","1.50","777.68","ECR","DDU",NULL,"N",130,72540,72540,0,0
829917,"12488",117,"JTHT","20:12","20:12","00:00","00:00","1,1,1,1,1,1,1","180.00","1.00","778.68","ECR","DDU",NULL,"N",130,72720,72720,0,0
829917,"12488",118,"EOCM","20:18","20:18","00:00","00:00","1,1,1,1,1,1,1","120.00","1.50","780.18","ECR","DDU",NULL,"N",130,73080,73080,0,0
829917,"12488",119,"KCA","20:20","20:20","00:00","00:00","1,1,1,1,1,1,1","150.00","2.15","782.33","ECR","DNR",NULL,"N",130,73230,73230,0,0
829917,"12488",120,"SLD","20:23","20:23","00:00","00:00","1,1,1,1,1,1,1","195.00","6.89","789.22","ECR","DNR",NULL,"N",130,73425,73425,0,0
829917,"12488",121,"TLAM","20:26","20:26","00:00","00:00","1,1,1,1,1,1,1","180.00","6.30","795.52","ECR","DNR",NULL,"N",130,73605,73605,0,0
829917,"12488",122,"DHA","20:30","20:30","00:00","00:00","1,1,1,1,1,1,1","210.00","7.30","802.82","ECR","DNR",NULL,"N",130,73815,73815,0,0
829917,"12488",123,"BHCL","20:33","20:33","00:00","00:00","1,1,1,1,1,1,1","210.00","7.46","810.28","ECR","DNR",NULL,"N",130,74025,74025,0,0
829917,"12488",124,"ZNA","20:36","20:36","00:00","00:00","1,1,1,1,1,1,1","135.00","4.96","815.24","ECR","DNR",NULL,"N",130,74160,74160,0,0
829917,"12488",125,"DRV","20:39","20:39","00:00","00:00","1,1,1,1,1,1,1","180.00","6.25","821.49","ECR","DNR",NULL,"N",130,74340,74340,0,0
829917,"12488",126,"DLN","20:47","20:45","20:40","20:38","1,1,1,1,1,1,1","210.00","7.30","828.79","ECR","DNR",NULL,"N",130,74820,74700,74400,74280
829917,"12488",127,"USK","20:51","20:51","00:00","00:00","1,1,1,1,1,1,1","150.00","4.24","833.03","ECR","DNR",NULL,"N",130,75090,75090,0,0
829917,"12488",128,"BWH","20:53","20:53","00:00","00:00","1,1,1,1,1,1,1","105.00","3.81","836.84","ECR","DNR",NULL,"N",130,75195,75195,0,0
829917,"12488",129,"KKRH","20:55","20:55","00:00","00:00","1,1,1,1,1,1,1","120.00","4.32","841.16","ECR","DNR",NULL,"N",130,75315,75315,0,0
829917,"12488",130,"GMR","20:59","20:59","00:00","00:00","1,1,1,1,1,1,1","105.00","3.38","844.54","ECR","DNR",NULL,"N",130,75540,75540,0,0
829917,"12488",131,"BQW","21:01","21:01","00:00","00:00","1,1,1,1,1,1,1","150.00","5.18","849.72","ECR","DNR",NULL,"N",130,75690,75690,0,0
829917,"12488",132,"CSA","21:04","21:04","00:00","00:00","1,1,1,1,1,1,1","150.00","4.38","854.10","ECR","DNR",NULL,"N",130,75840,75840,0,0
829917,"12488",133,"PWXP","21:06","21:06","00:00","00:00","1,1,1,1,1,1,1","135.00","4.79","858.89","ECR","DNR",NULL,"N",130,75975,75975,0,0
829917,"12488",134,"BXR","21:09","21:09","00:00","00:00","1,1,1,1,1,1,1","180.00","6.07","864.96","ECR","DNR",NULL,"N",130,76155,76155,0,0
829917,"12488",135,"NDON","21:13","21:13","00:00","00:00","1,1,1,1,1,1,1","225.00","5.45","870.41","ECR","DNR",NULL,"N",130,76380,76380,0,0
829917,"12488",136,"BUE","21:15","21:15","00:00","00:00","1,1,1,1,1,1,1","165.00","3.92","874.33","ECR","DNR",NULL,"N",130,76545,76545,0,0
829917,"12488",137,"KPHH","21:16","21:16","00:00","00:00","1,1,1,1,1,1,1","60.00","2.07","876.40","ECR","DNR",NULL,"N",130,76605,76605,0,0
829917,"12488",138,"DURE","21:20","21:20","00:00","00:00","1,1,1,1,1,1,1","210.00","4.88","881.28","ECR","DNR",NULL,"N",130,76815,76815,0,0
829917,"12488",139,"VVG","21:22","21:22","00:00","00:00","1,1,1,1,1,1,1","105.00","3.75","885.03","ECR","DNR",NULL,"N",130,76920,76920,0,0
829917,"12488",140,"TWG","21:24","21:24","00:00","00:00","1,1,1,1,1,1,1","135.00","3.90","888.93","ECR","DNR",NULL,"N",130,77055,77055,0,0
829917,"12488",141,"VKDH","21:26","21:26","00:00","00:00","1,1,1,1,1,1,1","105.00","3.71","892.64","ECR","DNR",NULL,"N",130,77160,77160,0,0
829917,"12488",142,"RPR","21:28","21:28","00:00","00:00","1,1,1,1,1,1,1","150.00","4.98","897.62","ECR","DNR",NULL,"N",130,77310,77310,0,0
829917,"12488",143,"SKRI","21:31","21:31","00:00","00:00","1,1,1,1,1,1,1","150.00","5.47","903.09","ECR","DNR",NULL,"N",130,77460,77460,0,0
829917,"12488",144,"BYN","21:35","21:35","00:00","00:00","1,1,1,1,1,1,1","90.00","3.17","906.26","ECR","DNR",NULL,"N",130,77730,77730,0,0
829917,"12488",145,"ASJP","21:36","21:36","00:00","00:00","1,1,1,1,1,1,1","60.00","2.21","908.47","ECR","DNR",NULL,"N",130,77790,77790,0,0
829917,"12488",146,"BEA","21:45","21:45","00:00","00:00","1,1,1,1,1,1,1","105.00","3.63","912.10","ECR","DNR",NULL,"N",130,78315,78315,0,0
829917,"12488",147,"RNTE","21:47","21:47","00:00","00:00","1,1,1,1,1,1,1","120.00","4.09","916.19","ECR","DNR",NULL,"N",130,78435,78435,0,0
829917,"12488",148,"XSAN","21:48","21:48","00:00","00:00","1,1,1,1,1,1,1","60.00","1.85","918.04","ECR","DNR",NULL,"N",130,78495,78495,0,0
829917,"12488",149,"KYA","21:49","21:49","00:00","00:00","1,1,1,1,1,1,1","60.00","1.68","919.72","ECR","DNR",NULL,"N",130,78555,78555,0,0
829917,"12488",150,"KRS","22:03","22:03","00:00","00:00","1,1,1,1,1,1,1","120.00","4.03","923.75","ECR","DNR",NULL,"N",130,79395,79395,0,0
829917,"12488",151,"MTBH","22:05","22:05","00:00","00:00","1,1,1,1,1,1,1","105.00","3.38","927.13","ECR","DNR",NULL,"N",130,79500,79500,0,0
829917,"12488",152,"JGWL","22:06","22:06","00:00","00:00","1,1,1,1,1,1,1","90.00","3.16","930.29","ECR","DNR",NULL,"N",130,79590,79590,0,0
829917,"12488",153,"ARA","22:10","22:10","00:00","00:00","1,1,1,1,1,1,1","90.00","3.30","933.59","ECR","DNR",NULL,"N",130,79800,79800,0,0
829917,"12488",154,"JMIR","22:12","22:12","00:00","00:00","1,1,1,1,1,1,1","120.00","4.12","937.71","ECR","DNR",NULL,"N",130,79920,79920,0,0
829917,"12488",155,"KUA","22:16","22:16","00:00","00:00","1,1,1,1,1,1,1","165.00","5.82","943.53","ECR","DNR",NULL,"N",130,80205,80205,0,0
